cnag_id	organism	gene_product	transcript_product	location	length	sequence_SO	SO	is_pseudo	variant
>CNAG_06290-t26_2	Cryptococcus_neoformans_var._grubii_H99	Low-affinity glucose transporter HXT2	Low-affinity glucose transporter HXT2	CP003832.1:106017-108541(+)	2859	chromosome	protein_coding	FALSE	t26_2
>CNAG_06291-t26_1	Cryptococcus_neoformans_var._grubii_H99	polysaccharide deacetylase	polysaccharide deacetylase	CP003832.1:109004-110069(-)	1771	chromosome	protein_coding	FALSE	t26_1
>CNAG_06292-t26_1	Cryptococcus_neoformans_var._grubii_H99	Sugar transporter, sugar transporter, variant 1, sugar transporter, variant 2	Sugar transporter	CP003832.1:111542-113843(-)	2546	chromosome	protein_coding	FALSE	t26_1
>CNAG_06292-t26_2	Cryptococcus_neoformans_var._grubii_H99	Sugar transporter, sugar transporter, variant 1, sugar transporter, variant 2	sugar transporter, variant 1	CP003832.1:111542-113843(-)	2507	chromosome	protein_coding	FALSE	t26_2
>CNAG_06292-t26_3	Cryptococcus_neoformans_var._grubii_H99	Sugar transporter, sugar transporter, variant 1, sugar transporter, variant 2	sugar transporter, variant 2	CP003832.1:111542-113608(-)	2453	chromosome	protein_coding	FALSE	t26_3
>CNAG_06293-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003832.1:115066-116956(+)	1938	chromosome	protein_coding	FALSE	t26_1
>CNAG_06294-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003832.1:117252-118797(-)	1654	chromosome	protein_coding	FALSE	t26_1
>CNAG_06295-t26_1	Cryptococcus_neoformans_var._grubii_H99	cytoplasmic protein, cytoplasmic protein, variant	cytoplasmic protein	CP003832.1:119618-121021(+)	2082	chromosome	protein_coding	FALSE	t26_1
>CNAG_06295-t26_2	Cryptococcus_neoformans_var._grubii_H99	cytoplasmic protein, cytoplasmic protein, variant	cytoplasmic protein, variant	CP003832.1:119618-121021(+)	1256	chromosome	protein_coding	FALSE	t26_2
>CNAG_06296-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein, hypothetical protein, variant	hypothetical protein	CP003832.1:121177-121763(-)	1267	chromosome	protein_coding	FALSE	t26_1
>CNAG_06296-t26_2	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein, hypothetical protein, variant	hypothetical protein, variant	CP003832.1:121177-121763(-)	1324	chromosome	protein_coding	FALSE	t26_2
>CNAG_06297-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003832.1:122672-123072(-)	913	chromosome	protein_coding	FALSE	t26_1
>CNAG_06298-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003832.1:124059-124461(+)	848	chromosome	protein_coding	FALSE	t26_1
>CNAG_06299-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003832.1:126116-128221(+)	2076	chromosome	protein_coding	FALSE	t26_1
>CNAG_06300-t26_1	Cryptococcus_neoformans_var._grubii_H99	glutamate-cysteine ligase catalytic subunit, glutamate-cysteine ligase catalytic subunit, variant	glutamate-cysteine ligase catalytic subunit	CP003832.1:129543-132243(-)	2954	chromosome	protein_coding	FALSE	t26_1
>CNAG_06300-t26_2	Cryptococcus_neoformans_var._grubii_H99	glutamate-cysteine ligase catalytic subunit, glutamate-cysteine ligase catalytic subunit, variant	glutamate-cysteine ligase catalytic subunit, variant	CP003832.1:129543-132243(-)	3006	chromosome	protein_coding	FALSE	t26_2
>CNAG_06301-t26_1	Cryptococcus_neoformans_var._grubii_H99	AGC/AKT protein kinase	AGC/AKT protein kinase	CP003832.1:133897-136742(-)	3184	chromosome	protein_coding	FALSE	t26_1
>CNAG_06302-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein, hypothetical protein, variant	hypothetical protein	CP003832.1:137861-138762(-)	1815	chromosome	protein_coding	FALSE	t26_1
>CNAG_06302-t26_2	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein, hypothetical protein, variant	hypothetical protein, variant	CP003832.1:137861-138762(-)	1882	chromosome	protein_coding	FALSE	t26_2
>CNAG_06307-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003832.1:145351-146476(-)	934	chromosome	protein_coding	FALSE	t26_1
>CNAG_06308-t26_1	Cryptococcus_neoformans_var._grubii_H99	wd-repeat protein	wd-repeat protein	CP003832.1:146679-148361(+)	1636	chromosome	protein_coding	FALSE	t26_1
>CNAG_06309-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003832.1:148701-149742(-)	1663	chromosome	protein_coding	FALSE	t26_1
>CNAG_06310-t26_1	Cryptococcus_neoformans_var._grubii_H99	CAMK/CAMKL protein kinase, CAMK/CAMKL protein kinase, variant 1, CAMK/CAMKL protein kinase, variant 2	CAMK/CAMKL protein kinase	CP003832.1:151594-156200(+)	5853	chromosome	protein_coding	FALSE	t26_1
>CNAG_06310-t26_2	Cryptococcus_neoformans_var._grubii_H99	CAMK/CAMKL protein kinase, CAMK/CAMKL protein kinase, variant 1, CAMK/CAMKL protein kinase, variant 2	CAMK/CAMKL protein kinase, variant 1	CP003832.1:151594-156200(+)	5850	chromosome	protein_coding	FALSE	t26_2
>CNAG_06310-t26_3	Cryptococcus_neoformans_var._grubii_H99	CAMK/CAMKL protein kinase, CAMK/CAMKL protein kinase, variant 1, CAMK/CAMKL protein kinase, variant 2	CAMK/CAMKL protein kinase, variant 2	CP003832.1:151594-156200(+)	5845	chromosome	protein_coding	FALSE	t26_3
>CNAG_06311-t26_1	Cryptococcus_neoformans_var._grubii_H99	cytoplasmic protein, cytoplasmic protein, variant	cytoplasmic protein	CP003832.1:156740-159297(-)	3194	chromosome	protein_coding	FALSE	t26_1
>CNAG_06311-t26_2	Cryptococcus_neoformans_var._grubii_H99	cytoplasmic protein, cytoplasmic protein, variant	cytoplasmic protein, variant	CP003832.1:156740-159297(-)	3303	chromosome	protein_coding	FALSE	t26_2
>CNAG_06312-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein, hypothetical protein, variant	hypothetical protein, variant	CP003832.1:162113-163141(+)	761	chromosome	protein_coding	FALSE	t26_1
>CNAG_06312-t26_2	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein, hypothetical protein, variant	hypothetical protein	CP003832.1:162113-163141(+)	874	chromosome	protein_coding	FALSE	t26_2
>CNAG_06313-t26_1	Cryptococcus_neoformans_var._grubii_H99	phosphoglucomutase, phosphoglucomutase, variant	phosphoglucomutase	CP003832.1:165636-167668(-)	3222	chromosome	protein_coding	FALSE	t26_1
>CNAG_06313-t26_2	Cryptococcus_neoformans_var._grubii_H99	phosphoglucomutase, phosphoglucomutase, variant	phosphoglucomutase, variant	CP003832.1:165636-167668(-)	2204	chromosome	protein_coding	FALSE	t26_2
>CNAG_06314-t26_1	Cryptococcus_neoformans_var._grubii_H99	phosphoribosylamine-glycine ligase	phosphoribosylamine-glycine ligase	CP003832.1:167987-170512(+)	2546	chromosome	protein_coding	FALSE	t26_1
>CNAG_06315-t26_1	Cryptococcus_neoformans_var._grubii_H99	protein CWC15	protein CWC15	CP003832.1:170821-171767(+)	974	chromosome	protein_coding	FALSE	t26_1
>CNAG_06316-t26_1	Cryptococcus_neoformans_var._grubii_H99	glycine cleavage system H protein	glycine cleavage system H protein	CP003832.1:172064-172847(+)	744	chromosome	protein_coding	FALSE	t26_1
>CNAG_06317-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003832.1:174905-177180(-)	3476	chromosome	protein_coding	FALSE	t26_1
>CNAG_06318-t26_1	Cryptococcus_neoformans_var._grubii_H99	ribosome biogenesis protein YTM1	ribosome biogenesis protein YTM1	CP003832.1:177497-179058(+)	1585	chromosome	protein_coding	FALSE	t26_1
>CNAG_06319-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003832.1:179499-179799(-)	1116	chromosome	protein_coding	FALSE	t26_1
>CNAG_06320-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003832.1:181288-183234(+)	3623	chromosome	protein_coding	FALSE	t26_1
>CNAG_06321-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein, hypothetical protein, variant	hypothetical protein	CP003832.1:183500-184622(-)	1902	chromosome	protein_coding	FALSE	t26_1
>CNAG_06321-t26_2	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein, hypothetical protein, variant	hypothetical protein, variant	CP003832.1:183500-184237(-)	1961	chromosome	protein_coding	FALSE	t26_2
>CNAG_06322-t26_1	Cryptococcus_neoformans_var._grubii_H99	putative histone acetyltransferase	putative histone acetyltransferase	CP003832.1:185509-187824(+)	2091	chromosome	protein_coding	FALSE	t26_1
>CNAG_06323-t26_1	Cryptococcus_neoformans_var._grubii_H99	L-fucose permease	L-fucose permease	CP003832.1:188837-191847(+)	3151	chromosome	protein_coding	FALSE	t26_1
>CNAG_06324-t26_1	Cryptococcus_neoformans_var._grubii_H99	zinc finger protein	zinc finger protein	CP003832.1:192755-193459(+)	1220	chromosome	protein_coding	FALSE	t26_1
>CNAG_06325-t26_1	Cryptococcus_neoformans_var._grubii_H99	GTPase activator	GTPase activator	CP003832.1:193650-196881(-)	3399	chromosome	protein_coding	FALSE	t26_1
>CNAG_06326-t26_1	Cryptococcus_neoformans_var._grubii_H99	solute carrier family 40 (iron-regulated transporter), member 1	solute carrier family 40 (iron-regulated transporter), member 1	CP003832.1:197718-199866(+)	1984	chromosome	protein_coding	FALSE	t26_1
>CNAG_06327-t26_1	Cryptococcus_neoformans_var._grubii_H99	DNA-binding protein creA, DNA-binding protein creA, variant	DNA-binding protein creA	CP003832.1:202345-204668(+)	3758	chromosome	protein_coding	FALSE	t26_1
>CNAG_06327-t26_2	Cryptococcus_neoformans_var._grubii_H99	DNA-binding protein creA, DNA-binding protein creA, variant	DNA-binding protein creA, variant	CP003832.1:202345-204668(+)	3079	chromosome	protein_coding	FALSE	t26_2
>CNAG_06328-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003832.1:205127-205571(-)	692	chromosome	protein_coding	FALSE	t26_1
>CNAG_06329-t26_1	Cryptococcus_neoformans_var._grubii_H99	high-affinity nicotinic acid transporter	high-affinity nicotinic acid transporter	CP003832.1:205993-208048(-)	1781	chromosome	protein_coding	FALSE	t26_1
>CNAG_06330-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003832.1:208638-210209(+)	1511	chromosome	protein_coding	FALSE	t26_1
>CNAG_06331-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003832.1:210512-212879(-)	2579	chromosome	protein_coding	FALSE	t26_1
>CNAG_06332-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003832.1:213774-217238(-)	3597	chromosome	protein_coding	FALSE	t26_1
>CNAG_06333-t26_1	Cryptococcus_neoformans_var._grubii_H99	replication factor C subunit 3/5, replication factor C subunit 3/5, variant	replication factor C subunit 3/5	CP003832.1:217573-219499(+)	1817	chromosome	protein_coding	FALSE	t26_1
>CNAG_06333-t26_2	Cryptococcus_neoformans_var._grubii_H99	replication factor C subunit 3/5, replication factor C subunit 3/5, variant	replication factor C subunit 3/5, variant	CP003832.1:217573-219499(+)	1751	chromosome	protein_coding	FALSE	t26_2
>CNAG_06334-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003832.1:220696-222635(+)	2305	chromosome	protein_coding	FALSE	t26_1
>CNAG_06335-t26_1	Cryptococcus_neoformans_var._grubii_H99	centromeric protein E	centromeric protein E	CP003832.1:222930-225958(-)	2791	chromosome	protein_coding	FALSE	t26_1
>CNAG_06336-t26_1	Cryptococcus_neoformans_var._grubii_H99	glucan 1,3-beta-glucosidase	glucan 1,3-beta-glucosidase	CP003832.1:226550-228882(-)	1846	chromosome	protein_coding	FALSE	t26_1
>CNAG_06337-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003832.1:229945-231437(-)	3270	chromosome	protein_coding	FALSE	t26_1
>CNAG_06338-t26_1	Cryptococcus_neoformans_var._grubii_H99	ABC transporter PMR5	ABC transporter PMR5	CP003832.1:234722-239916(-)	4851	chromosome	protein_coding	FALSE	t26_1
>CNAG_06339-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003832.1:241189-243911(-)	2589	chromosome	protein_coding	FALSE	t26_1
>CNAG_06340-t26_1	Cryptococcus_neoformans_var._grubii_H99	pre-rRNA-processing protein TSR4	pre-rRNA-processing protein TSR4	CP003832.1:244718-246098(+)	1523	chromosome	protein_coding	FALSE	t26_1
>CNAG_06341-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003832.1:246366-247375(-)	1011	chromosome	protein_coding	FALSE	t26_1
>CNAG_06342-t26_1	Cryptococcus_neoformans_var._grubii_H99	SUMO activating enzyme	SUMO activating enzyme	CP003832.1:247567-248863(+)	1118	chromosome	protein_coding	FALSE	t26_1
>CNAG_06343-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein, hypothetical protein, variant	hypothetical protein	CP003832.1:248933-249650(-)	1310	chromosome	protein_coding	FALSE	t26_1
>CNAG_06343-t26_2	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein, hypothetical protein, variant	hypothetical protein, variant	CP003832.1:248933-249650(-)	1317	chromosome	protein_coding	FALSE	t26_2
>CNAG_06344-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003832.1:250615-251145(+)	2248	chromosome	protein_coding	FALSE	t26_1
>CNAG_06345-t26_1	Cryptococcus_neoformans_var._grubii_H99	mitochondrial distribution and morphology protein 10	mitochondrial distribution and morphology protein 10	CP003832.1:252729-254602(-)	2584	chromosome	protein_coding	FALSE	t26_1
>CNAG_06346-t26_1	Cryptococcus_neoformans_var._grubii_H99	Barwin-like protein 1	Barwin-like protein 1	CP003832.1:255069-255591(-)	1278	chromosome	protein_coding	FALSE	t26_1
>CNAG_06347-t26_1	Cryptococcus_neoformans_var._grubii_H99	pr4/barwin domain protein	pr4/barwin domain protein	CP003832.1:258885-259378(-)	1763	chromosome	protein_coding	FALSE	t26_1
>CNAG_06348-t26_1	Cryptococcus_neoformans_var._grubii_H99	ABC transporter PMR5	ABC transporter PMR5	CP003832.1:261276-266510(-)	4730	chromosome	protein_coding	FALSE	t26_1
>CNAG_06349-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003832.1:267898-269044(+)	1889	chromosome	protein_coding	FALSE	t26_1
>CNAG_06350-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003832.1:269171-270980(-)	1868	chromosome	protein_coding	FALSE	t26_1
>CNAG_06351-t26_1	Cryptococcus_neoformans_var._grubii_H99	protein transporter SEC61 subunit beta	protein transporter SEC61 subunit beta	CP003832.1:271447-272073(+)	549	chromosome	protein_coding	FALSE	t26_1
>CNAG_06352-t26_1	Cryptococcus_neoformans_var._grubii_H99	CAP-Gly protein 1	CAP-Gly protein 1	CP003832.1:272335-275773(-)	3445	chromosome	protein_coding	FALSE	t26_1
>CNAG_06352-t26_2	Cryptococcus_neoformans_var._grubii_H99	CAP-Gly protein 1	CAP-Gly protein 1	CP003832.1:272335-275773(-)	3461	chromosome	protein_coding	FALSE	t26_2
>CNAG_06353-t26_1	Cryptococcus_neoformans_var._grubii_H99	tRNA pseudouridine(38-40) synthase	tRNA pseudouridine(38-40) synthase	CP003832.1:276162-278228(+)	1774	chromosome	protein_coding	FALSE	t26_1
>CNAG_06354-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein, hypothetical protein, variant	hypothetical protein	CP003832.1:278701-280533(-)	2355	chromosome	protein_coding	FALSE	t26_1
>CNAG_06354-t26_2	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein, hypothetical protein, variant	hypothetical protein, variant	CP003832.1:278701-280533(-)	2545	chromosome	protein_coding	FALSE	t26_2
>CNAG_06355-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003832.1:282038-282696(-)	1446	chromosome	protein_coding	FALSE	t26_1
>CNAG_06356-t26_1	Cryptococcus_neoformans_var._grubii_H99	mitochondrial protein	mitochondrial protein	CP003832.1:283019-284710(+)	1564	chromosome	protein_coding	FALSE	t26_1
>CNAG_06357-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein, hypothetical protein, variant	hypothetical protein	CP003832.1:284772-286160(-)	1938	chromosome	protein_coding	FALSE	t26_1
>CNAG_06357-t26_2	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein, hypothetical protein, variant	hypothetical protein, variant	CP003832.1:284772-286160(-)	1256	chromosome	protein_coding	FALSE	t26_2
>CNAG_06358-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003832.1:286431-286955(+)	1490	chromosome	protein_coding	FALSE	t26_1
>CNAG_06359-t26_1	Cryptococcus_neoformans_var._grubii_H99	scavenger mRNA-decapping enzyme DcpS	scavenger mRNA-decapping enzyme DcpS	CP003832.1:287478-288839(-)	1722	chromosome	protein_coding	FALSE	t26_1
>CNAG_06360-t26_1	Cryptococcus_neoformans_var._grubii_H99	Alcohol dehydrogenase	Alcohol dehydrogenase	CP003832.1:289255-290690(-)	1265	chromosome	protein_coding	FALSE	t26_1
>CNAG_06361-t26_1	Cryptococcus_neoformans_var._grubii_H99	26S proteasome regulatory subunit N6	26S proteasome regulatory subunit N6	CP003832.1:291146-292961(-)	1698	chromosome	protein_coding	FALSE	t26_1
>CNAG_06362-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003832.1:293389-301614(+)	7312	chromosome	protein_coding	FALSE	t26_1
>CNAG_06363-t26_1	Cryptococcus_neoformans_var._grubii_H99	Nucleolar protein	Nucleolar protein	CP003832.1:301956-303562(+)	1752	chromosome	protein_coding	FALSE	t26_1
>CNAG_06364-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003832.1:304021-307088(+)	3021	chromosome	protein_coding	FALSE	t26_1
>CNAG_06365-t26_1	Cryptococcus_neoformans_var._grubii_H99	derlin-2/3	derlin-2/3	CP003832.1:307832-308914(+)	1631	chromosome	protein_coding	FALSE	t26_1
>CNAG_06366-t26_1	Cryptococcus_neoformans_var._grubii_H99	protein kinase	protein kinase	CP003832.1:309135-310557(-)	570	chromosome	protein_coding	FALSE	t26_1
>CNAG_06367-t26_1	Cryptococcus_neoformans_var._grubii_H99	U3 small nucleolar RNA-associated protein 3	U3 small nucleolar RNA-associated protein 3	CP003832.1:311055-313467(+)	2310	chromosome	protein_coding	FALSE	t26_1
>CNAG_06368-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003832.1:313556-314828(-)	1390	chromosome	protein_coding	FALSE	t26_1
>CNAG_06369-t26_1	Cryptococcus_neoformans_var._grubii_H99	geranylgeranyl transferase type-2 subunit alpha	geranylgeranyl transferase type-2 subunit alpha	CP003832.1:315037-316393(+)	1474	chromosome	protein_coding	FALSE	t26_1
>CNAG_06370-t26_1	Cryptococcus_neoformans_var._grubii_H99	Branched-chain amino acid aminotransferase	Branched-chain amino acid aminotransferase	CP003832.1:317283-319072(+)	2459	chromosome	protein_coding	FALSE	t26_1
>CNAG_06371-t26_1	Cryptococcus_neoformans_var._grubii_H99	Guanine deaminase	Guanine deaminase	CP003832.1:319318-321041(-)	2472	chromosome	protein_coding	FALSE	t26_1
>CNAG_06372-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003832.1:321402-321897(+)	2296	chromosome	protein_coding	FALSE	t26_1
>CNAG_06373-t26_1	Cryptococcus_neoformans_var._grubii_H99	mitotic spindle assembly checkpoint protein MAD2B	mitotic spindle assembly checkpoint protein MAD2B	CP003832.1:322058-323199(-)	952	chromosome	protein_coding	FALSE	t26_1
>CNAG_06374-t26_1	Cryptococcus_neoformans_var._grubii_H99	malate dehydrogenase (oxaloacetate- decarboxylating)(NADP)	malate dehydrogenase (oxaloacetate- decarboxylating)(NADP)	CP003832.1:324066-326327(+)	2247	chromosome	protein_coding	FALSE	t26_1
>CNAG_06375-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003832.1:326782-327372(-)	1607	chromosome	protein_coding	FALSE	t26_1
>CNAG_06376-t26_1	Cryptococcus_neoformans_var._grubii_H99	vacuolar membrane protein	vacuolar membrane protein	CP003832.1:328470-332103(+)	3609	chromosome	protein_coding	FALSE	t26_1
>CNAG_06377-t26_1	Cryptococcus_neoformans_var._grubii_H99	solute carrier family 25 (mitochondrial phosphate transporter), member 3	solute carrier family 25 (mitochondrial phosphate transporter), member 3	CP003832.1:332624-334036(+)	1407	chromosome	protein_coding	FALSE	t26_1
>CNAG_06378-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003832.1:334414-334970(+)	726	chromosome	protein_coding	FALSE	t26_1
>CNAG_06379-t26_1	Cryptococcus_neoformans_var._grubii_H99	N-acetyltransferase 10	N-acetyltransferase 10	CP003832.1:335174-338668(-)	3382	chromosome	protein_coding	FALSE	t26_1
>CNAG_06380-t26_1	Cryptococcus_neoformans_var._grubii_H99	transcription initiation factor TFIIA large subunit	transcription initiation factor TFIIA large subunit	CP003832.1:338915-340192(+)	1172	chromosome	protein_coding	FALSE	t26_1
>CNAG_06381-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003832.1:340858-343701(-)	3609	chromosome	protein_coding	FALSE	t26_1
>CNAG_06382-t26_1	Cryptococcus_neoformans_var._grubii_H99	beta-transducin repeat containing protein	beta-transducin repeat containing protein	CP003832.1:345171-347239(-)	2260	chromosome	protein_coding	FALSE	t26_1
>CNAG_06383-t26_1	Cryptococcus_neoformans_var._grubii_H99	cytoplasmic protein	cytoplasmic protein	CP003832.1:347805-348741(-)	960	chromosome	protein_coding	FALSE	t26_1
>CNAG_06384-t26_1	Cryptococcus_neoformans_var._grubii_H99	DNA repair protein RAD50	DNA repair protein RAD50	CP003832.1:349003-354222(+)	4164	chromosome	protein_coding	FALSE	t26_1
>CNAG_06385-t26_1	Cryptococcus_neoformans_var._grubii_H99	GAF domain-containing protein, GAF domain-containing protein, variant	GAF domain-containing protein	CP003832.1:354340-355024(-)	1521	chromosome	protein_coding	FALSE	t26_1
>CNAG_06385-t26_2	Cryptococcus_neoformans_var._grubii_H99	GAF domain-containing protein, GAF domain-containing protein, variant	GAF domain-containing protein, variant	CP003832.1:354340-355024(-)	734	chromosome	protein_coding	FALSE	t26_2
>CNAG_06386-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003832.1:355765-356502(-)	1072	chromosome	protein_coding	FALSE	t26_1
>CNAG_06387-t26_1	Cryptococcus_neoformans_var._grubii_H99	Cullin 1	Cullin 1	CP003832.1:356791-359929(+)	2896	chromosome	protein_coding	FALSE	t26_1
>CNAG_06388-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003832.1:360543-360985(-)	974	chromosome	protein_coding	FALSE	t26_1
>CNAG_06389-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003832.1:362681-363843(+)	1702	chromosome	protein_coding	FALSE	t26_1
>CNAG_06390-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003832.1:364292-366348(+)	1784	chromosome	protein_coding	FALSE	t26_1
>CNAG_06391-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003832.1:366611-367074(-)	1117	chromosome	protein_coding	FALSE	t26_1
>CNAG_06392-t26_1	Cryptococcus_neoformans_var._grubii_H99	SAGA-associated factor 29	SAGA-associated factor 29	CP003832.1:367556-368812(-)	1041	chromosome	protein_coding	FALSE	t26_1
>CNAG_06393-t26_1	Cryptococcus_neoformans_var._grubii_H99	transcription initiation factor TFIIH subunit 4	transcription initiation factor TFIIH subunit 4	CP003832.1:369249-371080(+)	1558	chromosome	protein_coding	FALSE	t26_1
>CNAG_06394-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003832.1:371664-372348(+)	823	chromosome	protein_coding	FALSE	t26_1
>CNAG_06395-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein, hypothetical protein, variant	hypothetical protein	CP003832.1:372900-373435(+)	773	chromosome	protein_coding	FALSE	t26_1
>CNAG_06395-t26_2	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein, hypothetical protein, variant	hypothetical protein, variant	CP003832.1:372900-373435(+)	707	chromosome	protein_coding	FALSE	t26_2
>CNAG_06396-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003832.1:374789-375518(+)	810	chromosome	protein_coding	FALSE	t26_1
>CNAG_06399-t26_1	Cryptococcus_neoformans_var._grubii_H99	SH3 domain-containing protein	SH3 domain-containing protein	CP003832.1:385080-387065(-)	1275	chromosome	protein_coding	FALSE	t26_1
>CNAG_06400-t26_1	Cryptococcus_neoformans_var._grubii_H99	plasma-membrane proton-efflux P-type ATPase	plasma-membrane proton-efflux P-type ATPase	CP003832.1:387802-391181(-)	3854	chromosome	protein_coding	FALSE	t26_1
>CNAG_06401-t26_1	Cryptococcus_neoformans_var._grubii_H99	RIC8 guanine nucleotide exchange factor	RIC8 guanine nucleotide exchange factor	CP003832.1:396324-398720(+)	2959	chromosome	protein_coding	FALSE	t26_1
>CNAG_06401-t26_2	Cryptococcus_neoformans_var._grubii_H99	RIC8 guanine nucleotide exchange factor	RIC8 guanine nucleotide exchange factor	CP003832.1:396324-398720(+)	2908	chromosome	protein_coding	FALSE	t26_2
>CNAG_06401-t26_3	Cryptococcus_neoformans_var._grubii_H99	RIC8 guanine nucleotide exchange factor	RIC8 guanine nucleotide exchange factor	CP003832.1:396324-398720(+)	2897	chromosome	protein_coding	FALSE	t26_3
>CNAG_06402-t26_1	Cryptococcus_neoformans_var._grubii_H99	26S proteasome complex subunit DSS1	26S proteasome complex subunit DSS1	CP003832.1:398850-399326(-)	723	chromosome	protein_coding	FALSE	t26_1
>CNAG_06403-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003832.1:400519-402345(+)	2408	chromosome	protein_coding	FALSE	t26_1
>CNAG_06404-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003832.1:402860-403241(-)	710	chromosome	protein_coding	FALSE	t26_1
>CNAG_06405-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003832.1:405564-407334(+)	3392	chromosome	protein_coding	FALSE	t26_1
>CNAG_06406-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein, hypothetical protein, variant	hypothetical protein	CP003832.1:408265-409310(-)	1350	chromosome	protein_coding	FALSE	t26_1
>CNAG_06406-t26_2	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein, hypothetical protein, variant	hypothetical protein, variant	CP003832.1:408265-409310(-)	1478	chromosome	protein_coding	FALSE	t26_2
